"idBank";"Dernière mise à jour";"Puissance";"Série arrêtée";"Type de ménages";"Zone géographique";"Indicateur";"Correction";"﻿Base de l'indice";"Formes de vente de la grande distribution";"Regroupement de produits";"Produit détaillé (COICOP 2016)";"Unité";"Périodicité";"Nature"
"001770727";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits alimentaires";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770728";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770729";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Habillement, chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770730";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits de santé";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770731";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits manufacturés";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770732";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770733";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits pétroliers";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770734";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770735";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Loyers, eau et enlèvement des ordures ménagères";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770736";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Services de santé";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770737";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports et communications";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770738";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres services";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770739";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation, y compris tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770740";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770742";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770743";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770744";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770745";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770746";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Communications";"Sans objet";"sans objet";"Annuelle";"Indice"
"010607648";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770747";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770748";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770749";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770750";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770751";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits alimentaires";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770752";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770753";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Habillement, chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770754";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits de santé";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770755";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits manufacturés";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770756";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770757";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits pétroliers";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770758";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770759";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Loyers, eau et enlèvement des ordures ménagères";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770760";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Services de santé";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770761";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports et communications";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770762";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres services";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770763";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation, y compris tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770764";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770766";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770767";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770768";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770769";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770770";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Communications";"Sans objet";"sans objet";"Annuelle";"Indice"
"010607649";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770771";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770772";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770773";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770774";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770775";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits alimentaires";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770776";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770777";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Habillement, chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770778";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits de santé";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770779";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits manufacturés";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770780";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770781";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits pétroliers";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770782";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770783";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Loyers, eau et enlèvement des ordures ménagères";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770784";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Services de santé";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770785";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports et communications";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770786";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres services";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770787";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation, y compris tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770788";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770790";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors énergie";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770791";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770792";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770793";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Transports";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770794";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Services : Communications";"Sans objet";"sans objet";"Annuelle";"Indice"
"010607650";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770795";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770796";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770797";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770798";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770799";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Autres produits alimentaires";"Sans objet";"sans objet";"Annuelle";"Indice"
